,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
11,minecraft:green_stained_glass,minecraft:brown_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
12,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:brown_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
13,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:brown_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
14,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:brown_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
15,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:cyan_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
16,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:brown_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
17,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
18,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
19,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
20,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:cyan_stained_glass
21,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass
22,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass
23,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass
24,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:lime_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass
25,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:lime_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:green_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:brown_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:light_gray_stained_glass,minecraft:gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:white_stained_glass,minecraft:white_stained_glass,minecraft:light_gray_stained_glass,minecraft:light_gray_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:black_stained_glass,minecraft:green_stained_glass
